ID,E (GPa),sy1,sy (GPa),n,hm (um),nu,base2,ref,refi,localstringt2D,Wp/Wt,C (GPa),dP/dh (N/m)
485,168.884,2.388292291,23.88,0.33,0.1,0.3,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=168.884 sy=23.88 n=0.33 nu=0.3 hm=0.1 base=2D_r0_00 contact_penalty=1e4 prefix=485,,,
486,122.034,1.8229105,6.07,0.33,0.3,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.034 sy=6.07 n=0.33 nu=0.3 hm=0.3 base=2D_r0_00b contact_penalty=1e4 prefix=486,,,
487,33.366,0.551258765,1.37,0.33,0.4,0.3,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=33.366 sy=1.37 n=0.33 nu=0.3 hm=0.4 base=2D_r0_00b contact_penalty=1e4 prefix=487,,,
488,76.098,1.273039936,2.54,0.33,0.5,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=76.098 sy=2.54 n=0.33 nu=0.3 hm=0.5 base=2D_r0_05b prefix=488,,,
489,100.806,1.969671916,3.28,0.33,0.6,0.3,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.806 sy=3.28 n=0.33 nu=0.3 hm=0.6 base=2D_r0_05 prefix=489,,,
490,74.168,1.504071357,2.14,0.33,0.7,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=74.168 sy=2.14 n=0.33 nu=0.3 hm=0.7 base=2D_r0_05b prefix=490,,,
491,185.734,4.697898647,23.48,0.33,0.2,0.3,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=185.734 sy=23.48 n=0.33 nu=0.3 hm=0.2 base=2D_r0_05b prefix=491,,,
492,21.538,0.683477487,4.55,0.33,0.15,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=21.538 sy=4.55 n=0.33 nu=0.3 hm=0.15 base=2D_r0_10b prefix=492,,,
493,145.74,5.298021123,21.19,0.33,0.25,0.3,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=21.19 n=0.33 nu=0.3 hm=0.25 base=2D_r0_10 prefix=493,,,
494,10,0.3,0.85,0.33,0.35,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.85 n=0.33 nu=0.3 hm=0.35 base=2D_r0_10b prefix=494,,,
495,24.52,0.0368,0.08,0.33,0.45,0.3,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.52 sy=0.08 n=0.33 nu=0.3 hm=0.45 base=2D_r0_10b prefix=495,,,
496,200.94,1.7915,17.91,0.33,0.1,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=200.94 sy=17.91 n=0.33 nu=0.3 hm=0.1 base=2D_r0_20b prefix=496,,,
497,122.03,1.8229,6.07,0.33,0.3,0.3,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=122.03 sy=6.07 n=0.33 nu=0.3 hm=0.3 base=2D_r0_20 prefix=497,,,
498,100.81,1.9697,4.92,0.33,0.4,0.3,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=100.81 sy=4.92 n=0.33 nu=0.3 hm=0.4 base=2D_r0_20b prefix=498,,,
499,145.74,5.298,10.59,0.33,0.5,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=145.74 sy=10.59 n=0.33 nu=0.4 hm=0.5 base=2D_r0_20b prefix=499,,,
500,10,0.03,0.05,0.5,0.6,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.05 n=0.5 nu=0.4 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=500,,,
501,10,0.03,0.04,0.5,0.7,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.04 n=0.5 nu=0.4 hm=0.7 base=2D_r0_00b contact_penalty=1e4 prefix=501,,,
502,10,0.03,0.15,0.5,0.2,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.15 n=0.5 nu=0.4 hm=0.2 base=2D_r0_00 contact_penalty=1e4 prefix=502,,,
503,10,0.03,0.2,0.5,0.15,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.2 n=0.5 nu=0.4 hm=0.15 base=2D_r0_00 contact_penalty=1e4 prefix=503,,,
504,10,0.1,0.4,0.5,0.25,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.4 n=0.5 nu=0.4 hm=0.25 base=2D_r0_05b prefix=504,,,
505,10,0.1,0.28,0.5,0.35,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.28 n=0.5 nu=0.4 hm=0.35 base=2D_r0_05b prefix=505,,,
506,10,0.1,0.22,0.5,0.45,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.22 n=0.5 nu=0.4 hm=0.45 base=2D_r0_05 prefix=506,,,
507,10,0.1,1,0.5,0.1,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1 n=0.5 nu=0.4 hm=0.1 base=2D_r0_05 prefix=507,,,
508,10,0.3,1,0.5,0.3,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=1 n=0.5 nu=0.4 hm=0.3 base=2D_r0_10b prefix=508,,,
509,10,0.3,0.75,0.5,0.4,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_10b prefix=509,,,
510,10,0.3,0.6,0.5,0.5,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_10 prefix=510,,,
511,10,0.3,0.5,0.5,0.6,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=10 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_10 prefix=511,,,
512,50,0.2,0.28,0.5,0.7,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.28 n=0.5 nu=0.4 hm=0.7 base=2D_r0_20b prefix=512,,,
513,50,0.2,1,0.5,0.2,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1 n=0.5 nu=0.4 hm=0.2 base=2D_r0_20b prefix=513,,,
514,50,0.2,1.33,0.5,0.15,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_20 prefix=514,,,
515,50,0.2,0.8,0.5,0.25,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=0.8 n=0.5 nu=0.4 hm=0.25 base=2D_r0_20 prefix=515,,,
516,50,0.6,1.71,0.5,0.35,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.71 n=0.5 nu=0.4 hm=0.35 base=2D_r0_00b contact_penalty=1e4 prefix=516,,,
517,50,0.6,1.33,0.5,0.45,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.33 n=0.5 nu=0.4 hm=0.45 base=2D_r0_00b contact_penalty=1e4 prefix=517,,,
518,50,0.6,6,0.5,0.1,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=6 n=0.5 nu=0.4 hm=0.1 base=2D_r0_00 contact_penalty=1e4 prefix=518,,,
519,50,0.6,2,0.5,0.3,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2 n=0.5 nu=0.4 hm=0.3 base=2D_r0_00b contact_penalty=1e4 prefix=519,,,
520,50,1,2.5,0.5,0.4,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_05b prefix=520,,,
521,50,1,2,0.5,0.5,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=2 n=0.5 nu=0.4 hm=0.5 base=2D_r0_05b prefix=521,,,
522,50,1,1.66,0.5,0.6,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.66 n=0.5 nu=0.4 hm=0.6 base=2D_r0_05 prefix=522,,,
523,50,1,1.42,0.5,0.7,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=1.42 n=0.5 nu=0.4 hm=0.7 base=2D_r0_05b prefix=523,,,
524,50,2,10,0.5,0.2,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=10 n=0.5 nu=0.4 hm=0.2 base=2D_r0_10b prefix=524,,,
525,50,2,13.33,0.5,0.15,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=13.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_10b prefix=525,,,
526,50,2,8,0.5,0.25,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=8 n=0.5 nu=0.4 hm=0.25 base=2D_r0_10 prefix=526,,,
527,50,2,5.71,0.5,0.35,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=50 sy=5.71 n=0.5 nu=0.4 hm=0.35 base=2D_r0_10b prefix=527,,,
528,90,0.5,1.11,0.5,0.45,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.11 n=0.5 nu=0.4 hm=0.45 base=2D_r0_20b prefix=528,,,
529,90,0.5,5,0.5,0.1,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=5 n=0.5 nu=0.4 hm=0.1 base=2D_r0_20b prefix=529,,,
530,90,0.5,1.66,0.5,0.3,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.66 n=0.5 nu=0.4 hm=0.3 base=2D_r0_20 prefix=530,,,
531,90,0.5,1.25,0.5,0.4,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=1.25 n=0.5 nu=0.4 hm=0.4 base=2D_r0_20b prefix=531,,,
532,90,1.5,3,0.5,0.5,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=3 n=0.5 nu=0.4 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=532,,,
533,90,1.5,2.5,0.5,0.6,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=533,,,
534,90,1.5,2.14,0.5,0.7,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=2.14 n=0.5 nu=0.4 hm=0.7 base=2D_r0_00b contact_penalty=1e4 prefix=534,,,
535,90,1.5,7.5,0.5,0.2,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=7.5 n=0.5 nu=0.4 hm=0.2 base=2D_r0_00 contact_penalty=1e4 prefix=535,,,
536,90,3,20,0.5,0.15,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=20 n=0.5 nu=0.4 hm=0.15 base=2D_r0_05b prefix=536,,,
537,90,3,12,0.5,0.25,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=12 n=0.5 nu=0.4 hm=0.25 base=2D_r0_05b prefix=537,,,
538,90,3,8.57,0.5,0.35,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_05b prefix=538,,,
539,90,3,6.66,0.5,0.45,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=90 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_05 prefix=539,,,
540,130,1,10,0.5,0.1,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.5 nu=0.4 hm=0.1 base=2D_r0_10b prefix=540,,,
541,130,1,3.33,0.5,0.3,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.5 nu=0.4 hm=0.3 base=2D_r0_10b prefix=541,,,
542,130,1,2.5,0.5,0.4,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_10b prefix=542,,,
543,130,1,2,0.5,0.5,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2 n=0.5 nu=0.4 hm=0.5 base=2D_r0_10 prefix=543,,,
544,130,2,3.33,0.5,0.6,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=3.33 n=0.5 nu=0.4 hm=0.6 base=2D_r0_20b prefix=544,,,
545,130,2,2.85,0.5,0.7,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=2.85 n=0.5 nu=0.4 hm=0.7 base=2D_r0_20b prefix=545,,,
546,130,2,10,0.5,0.2,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=10 n=0.5 nu=0.4 hm=0.2 base=2D_r0_20b prefix=546,,,
547,130,2,13.33,0.5,0.15,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=13.33 n=0.5 nu=0.4 hm=0.15 base=2D_r0_20 prefix=547,,,
548,130,3,12,0.5,0.25,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=12 n=0.5 nu=0.4 hm=0.25 base=2D_r0_00 contact_penalty=1e4 prefix=548,,,
549,130,3,8.57,0.5,0.35,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_00b contact_penalty=1e4 prefix=549,,,
550,130,3,6.66,0.5,0.45,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_00b contact_penalty=1e4 prefix=550,,,
551,130,3,30,0.5,0.1,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=130 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_00 contact_penalty=1e4 prefix=551,,,
552,170,0.3,1,0.5,0.3,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=1 n=0.5 nu=0.4 hm=0.3 base=2D_r0_05 prefix=552,,,
553,170,0.3,0.75,0.5,0.4,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_05b prefix=553,,,
554,170,0.3,0.6,0.5,0.5,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_05b prefix=554,,,
555,170,0.3,0.5,0.5,0.6,0.4,2D_r0_05,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_05 prefix=555,,,
556,170,1.5,2.14,0.5,0.7,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=2.14 n=0.5 nu=0.4 hm=0.7 base=2D_r0_10 prefix=556,,,
557,170,1.5,7.5,0.5,0.2,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=7.5 n=0.5 nu=0.4 hm=0.2 base=2D_r0_10b prefix=557,,,
558,170,1.5,10,0.5,0.15,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=10 n=0.5 nu=0.4 hm=0.15 base=2D_r0_10b prefix=558,,,
559,170,1.5,6,0.5,0.25,0.4,2D_r0_10,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=6 n=0.5 nu=0.4 hm=0.25 base=2D_r0_10 prefix=559,,,
560,170,3,8.57,0.5,0.35,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=8.57 n=0.5 nu=0.4 hm=0.35 base=2D_r0_20 prefix=560,,,
561,170,3,6.66,0.5,0.45,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_20b prefix=561,,,
562,170,3,30,0.5,0.1,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_20b prefix=562,,,
563,170,3,10,0.5,0.3,0.4,2D_r0_20,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=170 sy=10 n=0.5 nu=0.4 hm=0.3 base=2D_r0_20 prefix=563,,,
564,210,0.3,0.75,0.5,0.4,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.75 n=0.5 nu=0.4 hm=0.4 base=2D_r0_00b contact_penalty=1e4 prefix=564,,,
565,210,0.3,0.6,0.5,0.5,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.6 n=0.5 nu=0.4 hm=0.5 base=2D_r0_00b contact_penalty=1e4 prefix=565,,,
566,210,0.3,0.5,0.5,0.6,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.5 n=0.5 nu=0.4 hm=0.6 base=2D_r0_00b contact_penalty=1e4 prefix=566,,,
567,210,0.3,0.42,0.5,0.7,0.4,2D_r0_00b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=0.42 n=0.5 nu=0.4 hm=0.7 base=2D_r0_00b contact_penalty=1e4 prefix=567,,,
568,210,1.8,9,0.5,0.2,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=9 n=0.5 nu=0.4 hm=0.2 base=2D_r0_05b prefix=568,,,
569,210,1.8,12,0.5,0.15,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=12 n=0.5 nu=0.4 hm=0.15 base=2D_r0_05b prefix=569,,,
570,210,1.8,7.2,0.5,0.25,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=7.2 n=0.5 nu=0.4 hm=0.25 base=2D_r0_05b prefix=570,,,
571,210,1.8,5.14,0.5,0.35,0.4,2D_r0_05b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=5.14 n=0.5 nu=0.4 hm=0.35 base=2D_r0_05b prefix=571,,,
572,210,3,6.66,0.5,0.45,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=6.66 n=0.5 nu=0.4 hm=0.45 base=2D_r0_10b prefix=572,,,
573,210,3,30,0.5,0.1,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=30 n=0.5 nu=0.4 hm=0.1 base=2D_r0_10b prefix=573,,,
574,210,3,10,0.5,0.3,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=10 n=0.5 nu=0.4 hm=0.3 base=2D_r0_10b prefix=574,,,
575,210,3,7.5,0.5,0.4,0.4,2D_r0_10b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=210 sy=7.5 n=0.5 nu=0.4 hm=0.4 base=2D_r0_10b prefix=575,,,
576,24.518,0.036792082,0.07,0.5,0.5,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=24.518 sy=0.07 n=0.5 nu=0.4 hm=0.5 base=2D_r0_20b prefix=576,,,
577,158.652,0.314353259,0.52,0.5,0.6,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=158.652 sy=0.52 n=0.5 nu=0.4 hm=0.6 base=2D_r0_20b prefix=577,,,
578,23.138,0.08110304,0.11,0.5,0.7,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=23.138 sy=0.11 n=0.5 nu=0.4 hm=0.7 base=2D_r0_20b prefix=578,,,
579,177.128,0.77102177,3.85,0.5,0.2,0.4,2D_r0_20b,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=177.128 sy=3.85 n=0.5 nu=0.4 hm=0.2 base=2D_r0_20b prefix=579,,,
580,73.432,0.561384659,3.74,0.5,0.15,0.4,2D_r0_00,1,0,mpiexec -n 4 ~/projects/moose/modules/combined/combined-opt -i ind_2D_l.i --input-params ref=1 refi=0 E=73.432 sy=3.74 n=0.5 nu=0.4 hm=0.15 base=2D_r0_00 contact_penalty=1e4 prefix=580,,,
